avaliacao_id,colaborador_id,periodo,nota_tecnica,nota_comportamental,nota_gestor,media_geral,resultado
AVL-02014,VLT-0486,2024-Q4,5.3,7.8,3.9,5.67,Meets Expectations
AVL-02015,VLT-0486,2024-Q3,9.9,10,10,9.97,Exceeds Expectations
AVL-02016,VLT-0486,2024-Q1,10,6.7,8.9,8.53,Exceeds Expectations
AVL-02017,VLT-0486,2024-Q2,8.2,8.4,10,8.87,Exceptional
AVL-02018,VLT-0487,2025-Q1,7.4,8.1,7.4,7.63,Meets Expectations
AVL-02019,VLT-0487,2024-Q2,7.7,7.3,5.2,6.73,Below Expectations
AVL-02020,VLT-0487,2025-Q2,7.5,9.3,,8.93,Meets Expectations
AVL-02021,VLT-0487,2024-Q1,7.8,9.5,7.7,8.33,Exceptional
AVL-02026,VLT-0489,2025-Q2,6.0,7.9,7.2,7.03,Exceeds Expectations
AVL-02027,VLT-0489,2024-Q3,7.4,5.7,8.4,7.17,Meets Expectations
AVL-02028,VLT-0489,2025-Q1,10,8.5,9.2,9.23,Exceeds Expectations
AVL-02029,VLT-0489,2024-Q4,5.8,8.4,8.3,7.5,Meets Expectations
AVL-02030,VLT-0490,2025-Q2,6.7,8.2,8.6,7.83,Below Expectations
AVL-02031,VLT-0490,2024-Q4,7.4,4.5,7.2,6.37,Meets Expectations
AVL-02032,VLT-0490,2024-Q3,5.7,6.1,10,7.27,Exceptional
AVL-02033,VLT-0490,2025-Q1,5.8,7.2,4.8,5.93,Meets Expectations
AVL-02034,VLT-0490,2024-Q1,8.5,7.3,7.5,7.77,Exceeds Expectations
AVL-02035,VLT-0490,2024-Q2,9.6,8.1,7.8,8.5,Exceeds Expectations
AVL-02036,VLT-0491,2024-Q3,10,6.4,6.5,7.63,Exceeds Expectations
AVL-02037,VLT-0491,2024-Q1,8.2,7.6,,8.13,Exceeds Expectations
AVL-02038,VLT-0491,2025-Q1,8.8,8.0,8.8,8.53,Meets Expectations
AVL-02039,VLT-0491,2024-Q4,7.1,8.3,8.0,7.8,Exceeds Expectations
AVL-02040,VLT-0491,2025-Q2,7.9,5.6,9.5,7.67,Exceeds Expectations
AVL-02041,VLT-0492,2024-Q1,8.3,5.4,5.9,6.53,Exceeds Expectations
AVL-02042,VLT-0492,2024-Q3,6.8,9.6,8.7,8.37,Meets Expectations
AVL-02049,VLT-0495,2024-Q2,6.1,8.0,5.0,6.37,Meets Expectations
AVL-02050,VLT-0495,2024-Q1,6.7,9.3,5.5,7.17,Exceeds Expectations
AVL-02051,VLT-0495,2025-Q2,6.9,8.1,5.6,6.87,Exceptional
AVL-02052,VLT-0496,2025-Q2,6.6,7.1,5.6,6.43,Exceeds Expectations
AVL-02053,VLT-0496,2024-Q1,9.7,9.0,7.2,8.63,Meets Expectations
AVL-02054,VLT-0496,2024-Q4,8.4,6.2,,6.3,Exceeds Expectations
AVL-02055,VLT-0496,2025-Q1,4.9,8.3,7.7,6.97,Meets Expectations
AVL-02062,VLT-0498,2025-Q2,5.4,6.8,9.1,7.1,Meets Expectations
AVL-02063,VLT-0498,2024-Q4,6.9,7.0,,7.97,Exceptional
AVL-02064,VLT-0498,2024-Q2,6.5,8.7,8.9,8.03,Meets Expectations
AVL-02065,VLT-0498,2024-Q3,7.7,7.7,4.0,6.47,Exceeds Expectations
AVL-02066,VLT-0498,2025-Q1,8.9,7.2,6.2,7.43,Meets Expectations
AVL-02067,VLT-0499,2025-Q2,8.2,8.8,9.9,8.97,Meets Expectations
AVL-02068,VLT-0499,2024-Q2,5.0,7.7,7.2,6.63,Exceptional
AVL-02069,VLT-0499,2024-Q1,10,8.6,9.0,9.2,Exceeds Expectations
AVL-02070,VLT-0499,2024-Q3,7.8,7.4,9.5,8.23,Below Expectations
AVL-02071,VLT-0500,2024-Q4,9.0,8.3,8.5,8.6,Meets Expectations
AVL-02072,VLT-0500,2025-Q2,6.8,8.4,5.3,6.83,Exceptional
AVL-02073,VLT-0500,2024-Q3,9.9,8.7,8.4,9.0,Exceeds Expectations
AVL-02074,VLT-0500,2024-Q1,7.0,8.8,7.9,7.9,Exceptional
AVL-02075,VLT-0501,2024-Q2,8.6,8.8,10,9.13,Meets Expectations
AVL-02076,VLT-0501,2025-Q1,7.4,7.2,5.9,6.83,Meets Expectations
AVL-02077,VLT-0501,2024-Q3,5.8,7.8,9.3,7.63,Exceeds Expectations
AVL-02078,VLT-0501,2024-Q4,6.0,6.4,8.4,6.93,Exceeds Expectations
AVL-02079,VLT-0502,2024-Q1,8.6,7.9,8.5,8.33,Meets Expectations
AVL-02080,VLT-0502,2024-Q2,7.2,8.2,8.3,7.9,Exceeds Expectations
AVL-02081,VLT-0502,2024-Q4,6.9,10,,7.33,Below Expectations
AVL-02082,VLT-0502,2024-Q3,8.1,7.7,8.1,7.97,Meets Expectations
AVL-02083,VLT-0502,2025-Q1,9.4,9.3,7.4,8.7,Exceeds Expectations
AVL-02087,VLT-0504,2024-Q2,5.5,7.6,6.4,6.5,Exceeds Expectations
AVL-02088,VLT-0504,2025-Q1,7.5,7.7,6.4,7.2,Meets Expectations
AVL-02089,VLT-0504,2024-Q4,7.1,7.6,9.0,7.9,Meets Expectations
AVL-02090,VLT-0504,2024-Q1,8.2,7.2,5.4,6.93,Exceeds Expectations
AVL-02091,VLT-0504,2024-Q3,5.0,10,9.2,8.07,Meets Expectations
AVL-02092,VLT-0505,2024-Q1,6.1,7.2,7.1,6.8,Exceeds Expectations
AVL-02093,VLT-0505,2025-Q1,6.2,7.1,10,7.77,Exceeds Expectations
AVL-02094,VLT-0505,2024-Q2,7.6,6.4,6.1,6.7,Below Expectations
AVL-02095,VLT-0505,2024-Q3,10,7.3,8.0,8.43,Exceptional
AVL-02096,VLT-0505,2024-Q4,7.1,8.3,6.8,7.4,Meets Expectations
AVL-02097,VLT-0506,2025-Q2,8.2,7.4,7.8,7.8,Exceeds Expectations
AVL-02098,VLT-0506,2024-Q4,8.5,9.6,8.0,8.7,Exceeds Expectations
AVL-02115,VLT-0511,2024-Q3,8.7,6.3,6.1,7.03,Meets Expectations
AVL-02116,VLT-0511,2024-Q1,7.9,8.2,8.0,8.03,Below Expectations
AVL-02117,VLT-0511,2025-Q1,10,9.6,5.6,8.4,Exceeds Expectations
AVL-02118,VLT-0511,2025-Q2,8.7,7.6,8.4,8.23,Meets Expectations
AVL-02119,VLT-0511,2024-Q2,6.9,6.1,6.9,6.63,Meets Expectations
AVL-02120,VLT-0512,2025-Q1,5.0,8.0,7.3,6.77,Exceeds Expectations
AVL-02121,VLT-0512,2024-Q4,7.5,7.7,9.2,8.13,Exceptional
AVL-02122,VLT-0512,2024-Q2,8.7,8.7,6.6,8.0,Exceeds Expectations
AVL-02123,VLT-0512,2025-Q2,7.4,8.9,7.4,7.9,Exceeds Expectations
AVL-02124,VLT-0513,2025-Q1,7.0,6.8,9.4,7.73,Meets Expectations
AVL-02125,VLT-0513,2024-Q2,8.9,7.9,4.7,7.17,Meets Expectations
AVL-02126,VLT-0513,2024-Q1,8.5,7.5,8.9,8.3,Exceptional
AVL-02127,VLT-0513,2024-Q3,10,9.1,9.6,9.57,Exceeds Expectations
AVL-02128,VLT-0513,2025-Q2,8.8,6.8,8.2,7.93,Meets Expectations
AVL-02134,VLT-0515,2024-Q4,5.9,7.0,4.3,5.73,Meets Expectations
AVL-02135,VLT-0515,2024-Q1,7.1,9.0,6.6,7.57,Exceeds Expectations
AVL-02136,VLT-0516,2024-Q3,7.4,7.3,7.5,7.4,Exceptional
AVL-02137,VLT-0516,2024-Q2,7.3,8.0,9.1,8.13,Exceptional
AVL-02138,VLT-0516,2025-Q2,5.4,8.6,7.0,7.0,Exceeds Expectations
AVL-02139,VLT-0516,2024-Q1,4.4,5.7,9.1,6.4,Exceeds Expectations
AVL-02143,VLT-0518,2024-Q4,8.4,7.2,5.8,7.13,Below Expectations
AVL-02144,VLT-0518,2024-Q1,8.9,7.8,5.9,7.53,Exceeds Expectations
AVL-02145,VLT-0518,2025-Q2,7.0,7.3,7.5,7.27,Below Expectations
AVL-02146,VLT-0518,2025-Q1,6.9,8.7,6.3,7.3,Meets Expectations
AVL-02147,VLT-0518,2024-Q2,9.3,8.0,7.3,8.2,Exceeds Expectations
AVL-02148,VLT-0519,2025-Q2,8.2,8.7,,8.17,Exceptional
AVL-02149,VLT-0519,2024-Q3,7.0,8.3,6.4,7.23,Meets Expectations
AVL-02156,VLT-0522,2024-Q2,6.2,9.5,7.7,7.8,Meets Expectations
AVL-02157,VLT-0522,2025-Q1,6.6,9.2,8.1,7.97,Exceptional
AVL-02158,VLT-0522,2024-Q1,10,8.1,8.3,8.8,Meets Expectations
AVL-02159,VLT-0522,2024-Q3,7.9,7.2,8.0,7.7,Exceeds Expectations
AVL-02160,VLT-0522,2024-Q4,6.3,8.0,9.5,7.93,Meets Expectations
AVL-02161,VLT-0523,2024-Q4,5.2,8.6,8.5,7.43,Exceptional
AVL-02162,VLT-0523,2025-Q1,3.0,9.5,7.7,6.73,Exceeds Expectations
AVL-02163,VLT-0523,2024-Q1,7.9,5.7,9.1,7.57,Exceptional
AVL-02164,VLT-0523,2024-Q3,6.5,8.4,6.8,7.23,Meets Expectations
AVL-02165,VLT-0524,2025-Q2,8.7,8.1,9.8,8.87,Exceeds Expectations
AVL-02166,VLT-0524,2024-Q2,6.9,6.1,5.6,6.2,Meets Expectations
AVL-02167,VLT-0524,2025-Q1,7.3,8.7,8.5,8.17,Exceptional
AVL-02168,VLT-0524,2024-Q1,8.4,8.7,10,9.03,Meets Expectations
AVL-02169,VLT-0524,2024-Q3,6.6,8.2,7.9,7.57,Below Expectations
AVL-02170,VLT-0525,2025-Q1,6.7,7.5,,8.07,Below Expectations
AVL-02171,VLT-0525,2024-Q2,7.8,7.1,4.6,6.5,Meets Expectations
AVL-02172,VLT-0525,2025-Q2,5.5,9.0,7.5,7.33,Below Expectations
AVL-02173,VLT-0525,2024-Q4,8.7,8.7,7.0,8.13,Meets Expectations
AVL-02174,VLT-0525,2024-Q1,7.1,10,9.9,9.0,Meets Expectations
AVL-02181,VLT-0528,2024-Q3,8.3,7.0,7.8,7.7,Meets Expectations
AVL-02182,VLT-0528,2024-Q4,9.5,7.5,9.0,8.67,Exceeds Expectations
AVL-02183,VLT-0528,2025-Q2,7.4,7.7,3.2,6.1,Meets Expectations
AVL-02184,VLT-0528,2024-Q2,5.6,10,5.5,7.03,Meets Expectations
AVL-02185,VLT-0529,2024-Q4,7.8,8.3,4.9,7.0,Exceeds Expectations
AVL-02186,VLT-0529,2024-Q1,7.1,7.9,5.9,6.97,Exceeds Expectations
AVL-02187,VLT-0529,2024-Q3,6.4,8.9,8.3,7.87,Exceeds Expectations
AVL-02188,VLT-0529,2025-Q2,9.8,5.8,5.7,7.1,Exceptional
AVL-02189,VLT-0530,2024-Q4,7.4,6.3,,7.9,Meets Expectations
AVL-02190,VLT-0530,2025-Q2,9.7,9.6,10,9.77,Meets Expectations
AVL-02191,VLT-0530,2024-Q2,7.9,8.1,5.0,7.0,Meets Expectations
AVL-02192,VLT-0530,2024-Q1,10,6.1,10,8.7,Meets Expectations
AVL-02193,VLT-0530,2024-Q3,7.7,6.1,7.2,7.0,Exceeds Expectations
AVL-02204,VLT-0533,2025-Q2,7.7,8.3,6.6,7.53,Meets Expectations
AVL-02205,VLT-0533,2024-Q2,9.6,7.6,10,9.07,Exceeds Expectations
AVL-02206,VLT-0533,2024-Q4,8.7,7.0,8.3,8.0,Exceptional
AVL-02207,VLT-0533,2024-Q3,9.8,7.7,9.2,8.9,Meets Expectations
AVL-02208,VLT-0533,2024-Q1,8.8,9.3,10,9.37,Exceeds Expectations
AVL-02213,VLT-0535,2024-Q3,10,9.0,10,9.67,Exceeds Expectations
AVL-02214,VLT-0535,2025-Q1,10,8.5,10,9.5,Meets Expectations
AVL-02215,VLT-0535,2024-Q1,8.0,8.4,9.7,8.7,Meets Expectations
AVL-02216,VLT-0535,2024-Q2,9.2,7.5,7.7,8.13,Exceeds Expectations
AVL-02217,VLT-0535,2024-Q4,8.8,6.6,,7.8,Exceeds Expectations
AVL-02218,VLT-0535,2025-Q2,7.4,9.4,7.5,8.1,Meets Expectations
AVL-02226,VLT-0538,2025-Q1,6.9,7.1,,7.2,Exceeds Expectations
AVL-02227,VLT-0538,2024-Q1,6.8,7.8,7.1,7.23,Meets Expectations
AVL-02228,VLT-0538,2024-Q3,8.9,9.5,10,9.47,Exceptional
AVL-02229,VLT-0538,2024-Q2,6.3,7.9,5.5,6.57,Below Expectations
AVL-02230,VLT-0538,2025-Q2,8.6,7.0,,8.53,Exceeds Expectations
AVL-02231,VLT-0538,2024-Q4,6.6,8.0,6.8,7.13,Meets Expectations
AVL-02235,VLT-0540,2025-Q2,5.8,8.5,5.8,6.7,Exceptional
AVL-02236,VLT-0540,2024-Q1,6.6,6.8,9.2,7.53,Exceeds Expectations
AVL-02237,VLT-0540,2024-Q4,6.1,9.2,7.8,7.7,Meets Expectations
AVL-02238,VLT-0540,2024-Q3,7.8,7.3,7.5,7.53,Below Expectations
AVL-02239,VLT-0541,2024-Q1,6.8,7.9,4.9,6.53,Exceeds Expectations
AVL-02240,VLT-0541,2025-Q1,6.4,8.8,8.0,7.73,Meets Expectations
AVL-02241,VLT-0541,2024-Q4,7.4,6.5,6.4,6.77,Exceeds Expectations
AVL-02242,VLT-0541,2025-Q2,6.9,8.6,6.5,7.33,Meets Expectations
AVL-02246,VLT-0543,2024-Q3,9.3,7.4,6.8,7.83,Exceeds Expectations
AVL-02247,VLT-0543,2025-Q1,7.6,6.6,5.5,6.57,Exceeds Expectations
AVL-02248,VLT-0543,2025-Q2,5.3,6.8,5.4,5.83,Exceptional
AVL-02249,VLT-0543,2024-Q4,8.7,6.8,6.3,7.27,Meets Expectations
AVL-02250,VLT-0543,2024-Q2,4.6,6.2,6.7,5.83,Exceeds Expectations
AVL-02251,VLT-0544,2024-Q2,6.4,8.0,10,8.13,Meets Expectations
AVL-02252,VLT-0544,2024-Q4,7.8,8.8,7.4,8.0,Meets Expectations
AVL-02253,VLT-0544,2025-Q1,10,7.3,9.0,8.77,Meets Expectations
AVL-02254,VLT-0544,2024-Q1,5.2,8.3,7.8,7.1,Exceeds Expectations
AVL-02262,VLT-0547,2024-Q3,8.1,7.2,6.6,7.3,Meets Expectations
AVL-02263,VLT-0547,2025-Q2,8.6,8.1,8.4,8.37,Meets Expectations
AVL-02264,VLT-0547,2025-Q1,7.7,6.9,6.9,7.17,Meets Expectations
AVL-02265,VLT-0548,2024-Q2,8.7,6.2,5.7,6.87,Exceeds Expectations
AVL-02266,VLT-0548,2025-Q2,5.8,8.1,4.4,6.1,Meets Expectations
AVL-02267,VLT-0549,2024-Q4,8.5,7.8,6.8,7.7,Exceeds Expectations
AVL-02268,VLT-0549,2025-Q1,7.3,8.6,8.5,8.13,Meets Expectations
AVL-02269,VLT-0549,2024-Q2,6.8,7.7,6.4,6.97,Exceptional
AVL-02288,VLT-0555,2024-Q2,7.5,8.3,5.4,7.07,Meets Expectations
AVL-02289,VLT-0555,2024-Q1,6.5,10,,8.4,Below Expectations
AVL-02290,VLT-0555,2025-Q2,9.4,8.0,6.7,8.03,Exceeds Expectations
AVL-02291,VLT-0556,2024-Q4,5.3,8.7,10,8.0,Exceeds Expectations
AVL-02292,VLT-0556,2025-Q1,8.2,6.5,9.3,8.0,Meets Expectations
AVL-02293,VLT-0556,2024-Q1,8.7,8.5,10,9.07,Below Expectations
AVL-02294,VLT-0556,2025-Q2,5.4,8.8,2.9,5.7,Exceeds Expectations
AVL-02295,VLT-0556,2024-Q3,5.9,10,7.3,7.73,Exceptional
AVL-02296,VLT-0557,2024-Q4,8.6,7.5,6.8,7.63,Exceptional
AVL-02297,VLT-0557,2025-Q1,5.3,8.2,,7.43,Exceptional
AVL-02298,VLT-0558,2024-Q1,6.1,9.3,8.1,7.83,Below Expectations
AVL-02299,VLT-0558,2024-Q3,10,9.6,7.1,8.9,Exceeds Expectations
AVL-02300,VLT-0558,2025-Q1,5.1,6.6,7.8,6.5,Exceptional
AVL-02307,VLT-0561,2024-Q1,8.1,6.9,8.0,7.67,Exceeds Expectations
AVL-02308,VLT-0561,2025-Q1,5.8,10,4.5,6.77,Meets Expectations
AVL-02309,VLT-0561,2024-Q4,7.7,8.2,9.0,8.3,Exceptional
AVL-02310,VLT-0561,2024-Q2,5.7,7.8,6.5,6.67,Meets Expectations
AVL-02320,VLT-0564,2025-Q1,7.4,5.4,9.5,7.43,Exceeds Expectations
AVL-02321,VLT-0564,2025-Q2,7.2,7.4,5.2,6.6,Meets Expectations
AVL-02322,VLT-0564,2024-Q1,5.8,8.4,6.8,7.0,Meets Expectations
AVL-02323,VLT-0565,2025-Q2,10,7.4,7.7,8.37,Exceeds Expectations
AVL-02324,VLT-0565,2024-Q4,6.7,8.4,7.9,7.67,Meets Expectations
AVL-02325,VLT-0565,2024-Q2,10,8.1,8.4,8.83,Exceeds Expectations
AVL-02326,VLT-0565,2025-Q1,10,9.3,,8.53,Meets Expectations
AVL-02327,VLT-0566,2024-Q3,4.9,7.4,8.2,6.83,Exceptional
AVL-02328,VLT-0566,2025-Q2,9.2,8.7,7.9,8.6,Exceptional
AVL-02329,VLT-0566,2025-Q1,6.5,8.9,8.7,8.03,Exceptional
AVL-02330,VLT-0566,2024-Q4,7.8,7.3,4.8,6.63,Exceptional
AVL-02331,VLT-0566,2024-Q1,3.6,7.3,8.7,6.53,Exceeds Expectations
AVL-02332,VLT-0567,2024-Q4,8.5,6.8,8.5,7.93,Exceptional
AVL-02333,VLT-0567,2025-Q1,9.1,5.7,5.4,6.73,Meets Expectations
AVL-02334,VLT-0567,2024-Q2,8.8,8.8,8.3,8.63,Exceeds Expectations
AVL-02335,VLT-0568,2025-Q2,7.8,8.4,10,8.73,Meets Expectations
AVL-02336,VLT-0568,2024-Q4,8.1,6.9,7.0,7.33,Exceeds Expectations
AVL-02337,VLT-0568,2024-Q3,9.3,6.4,5.5,7.07,Exceeds Expectations
AVL-02338,VLT-0568,2025-Q1,6.4,8.1,7.7,7.4,Below Expectations
AVL-02349,VLT-0572,2024-Q4,5.8,7.7,7.4,6.97,Meets Expectations
AVL-02350,VLT-0572,2025-Q2,8.1,9.2,8.5,8.6,Exceeds Expectations
AVL-02351,VLT-0572,2024-Q2,9.0,10,7.3,8.77,Below Expectations
AVL-02352,VLT-0572,2024-Q3,6.7,7.7,4.8,6.4,Exceeds Expectations
AVL-02355,VLT-0574,2025-Q1,6.1,6.1,8.6,6.93,Meets Expectations
AVL-02356,VLT-0574,2025-Q2,7.5,7.7,10,8.4,Exceptional
AVL-02357,VLT-0574,2024-Q2,8.4,8.0,10,8.8,Meets Expectations
AVL-02358,VLT-0574,2024-Q4,9.0,8.9,10,9.3,Meets Expectations
AVL-02359,VLT-0574,2024-Q1,6.6,7.5,5.5,6.53,Meets Expectations
AVL-02369,VLT-0577,2024-Q3,6.9,8.8,8.6,8.1,Meets Expectations
AVL-02370,VLT-0577,2024-Q4,5.5,9.8,9.8,8.37,Exceptional
AVL-02371,VLT-0577,2025-Q1,7.5,8.2,8.2,7.97,Exceeds Expectations
AVL-02372,VLT-0577,2025-Q2,8.4,9.3,6.9,8.2,Meets Expectations
AVL-02373,VLT-0577,2024-Q2,10,8.7,6.7,8.47,Meets Expectations
AVL-02374,VLT-0578,2024-Q3,5.7,6.7,7.4,6.6,Meets Expectations
AVL-02375,VLT-0578,2024-Q2,7.5,7.6,6.6,7.23,Exceeds Expectations
AVL-02376,VLT-0578,2025-Q2,7.0,7.9,6.7,7.2,Meets Expectations
AVL-02377,VLT-0579,2025-Q1,8.7,5.2,7.8,7.23,Exceeds Expectations
AVL-02378,VLT-0579,2024-Q3,8.2,8.8,10,9.0,Exceeds Expectations
AVL-02379,VLT-0579,2024-Q2,10,6.8,7.3,8.03,Meets Expectations
AVL-02380,VLT-0579,2024-Q4,5.9,8.7,4.7,6.43,Meets Expectations
AVL-02387,VLT-0581,2025-Q2,8.1,7.7,,8.3,Meets Expectations
AVL-02388,VLT-0581,2024-Q1,6.7,7.2,9.5,7.8,Exceeds Expectations
AVL-02389,VLT-0581,2024-Q2,10,8.4,9.3,9.23,Meets Expectations
AVL-02390,VLT-0581,2025-Q1,9.8,6.5,6.0,7.43,Exceptional
AVL-02391,VLT-0581,2024-Q3,7.1,9.4,8.9,8.47,Meets Expectations
AVL-02392,VLT-0582,2024-Q3,9.6,7.4,7.8,8.27,Meets Expectations
AVL-02393,VLT-0582,2025-Q2,8.4,7.6,5.7,7.23,Exceeds Expectations
AVL-02394,VLT-0582,2024-Q2,8.0,10,7.6,8.53,Below Expectations
AVL-02403,VLT-0585,2025-Q2,7.4,5.9,7.6,6.97,Meets Expectations
AVL-02404,VLT-0585,2024-Q2,8.0,7.9,3.6,6.5,Exceptional
AVL-02405,VLT-0585,2025-Q1,6.8,9.3,8.7,8.27,Meets Expectations
AVL-02406,VLT-0585,2024-Q3,6.7,9.8,6.6,7.7,Exceptional
AVL-02407,VLT-0585,2024-Q1,5.8,6.6,4.1,5.5,Exceptional
AVL-02413,VLT-0587,2024-Q4,9.8,6.5,7.9,8.07,Exceptional
AVL-02414,VLT-0587,2024-Q2,10,8.9,7.5,8.8,Exceeds Expectations
AVL-02415,VLT-0587,2025-Q1,5.6,5.2,8.1,6.3,Exceeds Expectations
AVL-02416,VLT-0587,2024-Q3,6.5,6.1,5.4,6.0,Meets Expectations
AVL-02417,VLT-0588,2024-Q2,8.9,8.1,9.9,8.97,Meets Expectations
AVL-02418,VLT-0588,2024-Q4,6.6,7.8,6.0,6.8,Exceeds Expectations
AVL-02419,VLT-0588,2025-Q2,8.0,4.8,8.5,7.1,Below Expectations
AVL-02424,VLT-0590,2024-Q2,6.8,7.9,9.8,8.17,Meets Expectations
AVL-02425,VLT-0590,2024-Q4,5.5,8.5,9.2,7.73,Exceeds Expectations
AVL-02426,VLT-0591,2024-Q3,9.0,8.8,7.4,8.4,Meets Expectations
AVL-02427,VLT-0591,2024-Q1,8.2,10,9.2,9.13,Exceeds Expectations
AVL-02428,VLT-0591,2025-Q1,6.2,7.8,5.2,6.4,Meets Expectations
AVL-02429,VLT-0591,2024-Q2,9.1,8.6,8.7,8.8,Exceptional
AVL-02430,VLT-0592,2025-Q2,7.8,7.6,,6.83,Exceptional
AVL-02431,VLT-0592,2024-Q1,6.3,8.4,10,8.23,Exceptional
AVL-02432,VLT-0592,2024-Q3,7.1,6.9,7.1,7.03,Meets Expectations
AVL-02433,VLT-0593,2024-Q3,6.7,8.5,7.2,7.47,Exceeds Expectations
AVL-02434,VLT-0593,2025-Q1,7.0,7.6,6.1,6.9,Meets Expectations
AVL-02435,VLT-0593,2024-Q4,5.7,8.6,6.1,6.8,Exceeds Expectations
AVL-02436,VLT-0593,2025-Q2,7.2,7.4,8.5,7.7,Meets Expectations
AVL-02437,VLT-0593,2024-Q1,9.6,8.7,9.2,9.17,Meets Expectations
AVL-02438,VLT-0594,2025-Q2,6.6,7.0,6.9,6.83,Exceptional
AVL-02439,VLT-0594,2024-Q2,7.8,7.9,8.2,7.97,Meets Expectations
AVL-02440,VLT-0594,2024-Q4,7.0,8.2,8.6,7.93,Exceeds Expectations
AVL-02441,VLT-0594,2024-Q1,9.0,7.3,8.8,8.37,Below Expectations
AVL-02442,VLT-0594,2024-Q3,7.7,8.5,5.8,7.33,Exceeds Expectations
AVL-02443,VLT-0595,2024-Q2,9.2,7.1,7.8,8.03,Exceeds Expectations
AVL-02444,VLT-0595,2024-Q4,9.2,6.8,8.2,8.07,Meets Expectations
AVL-02445,VLT-0595,2024-Q1,6.2,9.4,,7.67,Exceeds Expectations
AVL-02451,VLT-0597,2024-Q4,7.2,9.5,7.3,8.0,Meets Expectations
AVL-02452,VLT-0597,2024-Q3,6.6,9.0,9.7,8.43,Exceeds Expectations
AVL-02453,VLT-0597,2024-Q1,7.7,7.6,,7.47,Below Expectations
AVL-02454,VLT-0598,2024-Q2,9.5,7.3,7.8,8.2,Exceeds Expectations
AVL-02455,VLT-0598,2024-Q1,9.2,9.2,7.7,8.7,Exceeds Expectations
AVL-02456,VLT-0598,2025-Q2,7.4,8.4,8.3,8.03,Exceptional
AVL-02457,VLT-0598,2024-Q3,8.0,8.0,7.9,7.97,Meets Expectations
AVL-02458,VLT-0598,2024-Q4,7.7,9.3,6.4,7.8,Exceeds Expectations
AVL-02459,VLT-0599,2024-Q1,8.2,7.6,7.6,7.8,Exceeds Expectations
AVL-02460,VLT-0599,2025-Q1,7.2,6.8,9.0,7.67,Meets Expectations
AVL-02461,VLT-0599,2024-Q2,4.7,9.0,7.9,7.2,Meets Expectations
AVL-02462,VLT-0599,2024-Q3,8.6,7.7,6.9,7.73,Below Expectations
AVL-02471,VLT-0602,2024-Q3,5.8,8.3,10,8.03,Below Expectations
AVL-02472,VLT-0602,2025-Q2,9.4,8.1,6.8,8.1,Meets Expectations
AVL-02473,VLT-0602,2024-Q4,8.3,9.3,6.1,7.9,Exceeds Expectations
AVL-02474,VLT-0602,2025-Q1,7.4,9.5,9.5,8.8,Meets Expectations
AVL-02475,VLT-0602,2024-Q2,6.3,6.4,6.4,6.37,Meets Expectations
AVL-02476,VLT-0602,2024-Q1,6.8,7.9,6.8,7.17,Meets Expectations
AVL-02481,VLT-0604,2025-Q1,6.4,5.2,8.3,6.63,Exceeds Expectations
AVL-02482,VLT-0604,2025-Q2,8.7,8.2,7.1,8.0,Meets Expectations
AVL-02483,VLT-0604,2024-Q3,7.4,8.1,7.2,7.57,Meets Expectations
AVL-02484,VLT-0604,2024-Q2,8.7,9.3,10,9.33,Exceeds Expectations
AVL-02485,VLT-0604,2024-Q4,7.2,8.2,7.0,7.47,Meets Expectations
AVL-02486,VLT-0605,2024-Q1,8.9,6.3,9.0,8.07,Exceptional
AVL-02487,VLT-0605,2024-Q3,8.7,7.6,7.6,7.97,Exceptional
AVL-02488,VLT-0605,2024-Q4,5.6,8.5,5.8,6.63,Exceptional
AVL-02489,VLT-0605,2025-Q1,9.2,8.2,7.4,8.27,Exceeds Expectations
AVL-02490,VLT-0605,2025-Q2,6.6,8.5,10,8.37,Exceeds Expectations
AVL-02491,VLT-0606,2024-Q2,8.9,9.7,6.0,8.2,Exceeds Expectations
AVL-02492,VLT-0606,2024-Q1,5.5,8.0,6.4,6.63,Exceptional
AVL-02493,VLT-0606,2025-Q1,5.6,9.4,7.7,7.57,Exceptional
AVL-02494,VLT-0606,2024-Q3,10,9.3,5.6,8.3,Meets Expectations
AVL-02495,VLT-0607,2024-Q1,6.8,6.4,6.0,6.4,Exceeds Expectations
AVL-02496,VLT-0607,2024-Q2,7.4,5.6,8.3,7.1,Exceeds Expectations
AVL-02497,VLT-0607,2025-Q2,4.7,7.5,7.3,6.5,Meets Expectations
AVL-02498,VLT-0607,2024-Q4,7.9,8.9,,7.9,Exceeds Expectations
AVL-02499,VLT-0608,2025-Q1,8.6,8.0,,7.83,Exceeds Expectations
AVL-02500,VLT-0608,2024-Q1,10,7.3,5.5,7.6,Exceeds Expectations
AVL-02501,VLT-0608,2024-Q3,6.3,8.7,5.0,6.67,Meets Expectations
AVL-02506,VLT-0610,2024-Q3,7.6,7.0,8.9,7.83,Below Expectations
AVL-02507,VLT-0610,2024-Q2,8.8,5.1,,7.97,Exceptional
AVL-02508,VLT-0610,2025-Q2,3.7,7.5,8.3,6.5,Meets Expectations
AVL-02509,VLT-0610,2024-Q4,4.8,9.3,10,8.03,Meets Expectations
AVL-02510,VLT-0610,2024-Q1,6.8,8.1,7.8,7.57,Exceeds Expectations
AVL-02511,VLT-0611,2025-Q2,8.8,5.8,7.6,7.4,Exceeds Expectations
